"order_id","presence_id","spacetime_volume_id","place_type","place_name_NL","place_name_NL_standardised","place_name_FR","place_name_FR_standardised","description","police_quarter","canton_of_small_claims_court","earliest_begin","latest_begin","earliest_end","latest_end","source","IIIF_manifest","IIIF_image_URI"
300,5961,3904,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Houtbriel","Houtbriel","rue du chantier","Rue du chantier","van oude schapenmarkt tot kalvermarkt.",1,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
301,5962,3905,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Houtlei","Houtlei","quai au bois","Quai au bois","van torenbrug, hoogstraat tot violettenlei.",2,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
302,5963,3906,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Hoveniersberg","Hoveniersberg","montagne des jardiniers","Montagne des jardiniers","van s. pietersnieuwstraat tot opperschelde, muinkkaai.",5,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
303,5964,3907,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Hoveniersstraat","Hoveniersstraat","rue des jardiniers","Rue des jardiniers","van hospitaalstraat tot akkergemboulevard.",2,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
304,5965,3908,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Hoveniersstraat","Hoveniersstraat","rue des jardiniers","Rue des jardiniers","Ledeberg, van brusselschen steenweg tot langestraat.",0,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
305,5966,3909,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Huidevetterken","Huidevetterken","rue des tanneurs","Rue des tanneurs","van slijpstraat tot nieuwland en godshuishammeken.",3,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
306,5967,3910,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Huidevetterskaai","Huidevetterskaai","quai des tanneurs","Quai des tanneurs","van achterlei tot nieuwland.",3,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
307,5968,3911,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Huidevettershoek","Huidevettershoek",,,"ziet groote en kl. huidevettershoek.",,,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
308,5969,3912,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Hulststraat","Hulststraat","rue du houx","Rue du houx","van brugschen steenweg tot peterceliestraat.",6,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
309,5970,3913,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Hundelgemschesteenweg","Hundelgemschesteenweg","chaussée d’Hundelgem","Chaussée d’Hundelgem","Ledeberg, van s. lievenspoort tot Meirelbeke.",0,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
310,5971,3914,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Huurdochtersstraat","Huurdochtersstraat","rue des servantes","Rue des servantes","van koornlei tot s. michielsplaats.",2,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
311,5972,4470,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Jesuitensstraat","Jesuitensstraat",,,"ziet voldersstraat.",,,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
312,5973,3916,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Jodenstraat","Jodenstraat","rue des juifs","Rue des juifs","van gouvernementstraat tot conservatoriumstraat",1,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
313,5974,3917,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Jordaensstraat","Jordaensstraat","rue Jordaens","Rue Jordaens","van Van Duyse'splaats tot korte kazernstraat.",5,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
314,5975,3918,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Jozef II straat","Jozef II straat","rue Joseph II","Rue Joseph II","van De Smetstraat tot poulevard van den gasmeter.","H 6",2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
315,5976,3920,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kaatsplaats","Kaatsplaats","place du jeu de paume","Place du jeu de paume","van drongenhof tot korte kalversteeg.",3,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
316,5977,3921,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kalanderberg","Kalanderberg","place de la calandre","Place de la calandre","van kalanderstraat tot kouterdreef en lange meire.",1,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
317,5978,3922,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kalanderstraat","Kalanderstraat","rue de la calandre","Rue de la calandre","van mageleinstraat tot kalanderberg.",1,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
318,5979,3923,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kalvermarkt","Kalvermarkt","marché aux veaux","Marché aux veaux","van gildestraat tot roodentorenstraat.",1,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
319,5980,3924,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kammerstraat","Kammerstraat","rue des peignes","Rue des peignes","van vrijdagmarkt tot koningstraat.",1,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
320,5981,3925,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kanunnikstraat","Kanunnikstraat","rue des chanoines","Rue des chanoines","van kortrijksche straat tot korte en lange kazernenstraten.",5,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
321,5982,3926,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kapellestraat","Kapellestraat","rue de la chapelle","Rue de la chapelle","van pekelharing tot s. agneetestraat.",2,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
322,5983,3928,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kapucijnenham","Kapucijnenham","hameau des capucins","Hameau des capucins","van keizerkarelstraat tot apostelstraat.",4,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
323,5984,3929,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kapucijnenstraat","Kapucijnenstraat","rue des capucins","Rue des capucins","van brabantdam tot keizerkarelstraat.",4,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
324,5985,3930,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Karpelstraat","Karpelstraat","rue de la carpe","Rue de la carpe","van toekomststraat tot snoekstraat.",7,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
325,5986,3931,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Karrenstraat","Karrenstraat","rue des charrettes","Rue des charrettes","van ijperstraat tot stoppelstraat.",2,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
326,5987,3932,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kastanjestraat","Kastanjestraat","rue du marron","Rue du marron","van vossenstraat tot peterceliestraat.",6,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
327,5988,3933,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kasteelboulevard","Kasteelboulevard","boulevard du château","Boulevard du château","van boulevard Lousbergs tot hoek der schoolkaai.",7,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
328,5989,3934,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kasteelkaai","Kasteelkaai","quai du château","Quai du château","van roodentorenkaai tot dok (Dampoortbrug)",7,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
329,5990,3935,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kasteelplein","Kasteelplein",,,"ziet spanjaardskasteel.",,,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
330,5991,3936,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kasteelstraat of kasteelbrugstraat","Kasteelstraat|Kasteelbrugstraat","rue du château","Rue du château","van tondernaamstraat tot kasteelkaai.",7,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
331,5992,3937,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kasteelstraat","Kasteelstraat","rue du château","Rue du château","Gentbrugge, van hongerij. straat tot Melle.",0,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
332,5993,3933,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kasteelvest","Kasteelvest",,,"ziet boulevard van het kasteel. ",,,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
333,13326,"#N/A","https://id.erfgoed.net/thesauri/erfgoedtypes/1212","kathelijnestraat","Kathelijnestraat",,,"ziet s. Catharinastraat",,,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
334,13327,"#N/A","https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kattenbergstraat","Kattenbergstraat",,,"ziet veerdedigingstraat.",,,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
335,5994,4028,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kauterstraat","Kauterstraat",,,"Gentbrugge, van kerkplein tot schelde.",0,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
336,5995,3941,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kazemattenstraat","Kazemattenstraat","rue des casemattes","Rue des casemattes","van schoolstraat tot nieuwe beestenmarkt.",7,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
337,5996,5996,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kazernenplaats","Kazernenplaats","place des casernes","Place des casernes","van kanunnikstraat tot boulevard der citadel.",5,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
338,5997,3942,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kazernenstraat (korte)","Kazernenstraat (korte)","rue courte des casernes","Rue courte des casernes","van s. Amandstraat en lange kazernstr. tot kanunnikstr.",5,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
339,5998,3943,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kazernenstraat (lange)","Kazernenstraat (lange)","rue longue des casernes","Rue longue des casernes","van korte kazernstraat tot boulevard der citadel.",5,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
340,5999,3944,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kazernstraat (Ledeberg)","Kazernstraat (Ledeberg)",,,"uitkomende in de langestraat.",0,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
341,6000,3945,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Keibergstraat","Keibergstraat","rue Keiberg","Rue Keiberg","Gentbrugge, van s. eloistraat tot bruiloftstraat.",0,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
342,6001,3946,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Keizerkarelstraat","Keizerkarelstraat","rue Charles V","Rue Charles V","van nieuwbrug tot Van Arteveldeplaats.",4,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
343,6002,3723,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Keizerstraat","Keizerstraat","rue de Bruxelles ou de l'empereur","Rue de Bruxelles|Rue de l'empereur","ziet brusselschestraat.",,,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
344,6003,3689,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Keizersvest","Keizersvest","rempart de la porte de Bruxelles","Rempart de la porte de Bruxelles","ziet brusselsche boulevard.",,,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
345,6004,3949,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Kerkhofsstraat","Kerkhofsstraat","rue du cimetière","Rue du cimetière","in de kerkstraat, brugschepoort.","H 6",2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=589&xywh=-661%2C0%2C4469%2C2706"
