"presence_id","spacetime_volume_id","place_type","place_name_NL","place_name_FR","description","police_quarter","canton_of_small_claims_court","earliest_begin","latest_begin","earliest_end","latest_end","source","IIIF_manifest","IIIF_image_URI"
4830,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Geeraard-de-Duivelhof","square Gérard-le-Diable","tusschen Geeraard-de-Duivelstr., limburgstr. en bij s. Baafs.",1,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=677&xywh=-638%2C-1%2C4524%2C2740"
4831,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Geeraard-de-Duivelstraat","rue de Gérard-le-Diable","van limburgstraat tot bij s. Baafs.",1,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=677&xywh=-638%2C-1%2C4524%2C2740"
4832,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Geitestraat","rue de la chèvre","van drongenschen steenweg tot rooigemstraat",6,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=677&xywh=-638%2C-1%2C4524%2C2740"
4833,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Geldmunt","rue de la monnaie","van veerleplaats tot lange steenstraat.",3,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=677&xywh=-638%2C-1%2C4524%2C2740"
4834,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Gelukstraat","r. du bonheur","v. ottogracht tot oudevest.",1,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=677&xywh=-638%2C-1%2C4524%2C2740"
4835,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Gentbruggestraat","rue Gentbrugge","s. Amandsberg, van dendermondschen steenweg tot Edmond Blockstraat,",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=677&xywh=-638%2C-1%2C4524%2C2740"
4836,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Gentbrugge. Gentstraat","rue de Gand","van antwerpschen steenweg tot slootendries (Oostakker).",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=677&xywh=-638%2C-1%2C4524%2C2740"
4837,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Gerardstraat","rue Gérard","s. Amandsberg, van antwerpschen steenweg tot meerschstraat.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=677&xywh=-638%2C-1%2C4524%2C2740"
4838,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Gerststraat","rue de l'orge","v. molenaarsstr. tot lievegang.",3,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=677&xywh=-638%2C-1%2C4524%2C2740"
4839,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Geuzenberg of hoek","montagne des infidèles","van vogelenzangkaai tot groot meerhem.",3,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=677&xywh=-638%2C-1%2C4524%2C2740"
4840,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Gewat",,"ziet groot en klein gewat ",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=677&xywh=-638%2C-1%2C4524%2C2740"
4841,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Gezondheidsstraat","rue de la santé","van palingshuizen tot Guislainstraat.","H 6",3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=677&xywh=-638%2C-1%2C4524%2C2740"
4842,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Gildestraat","rue de la confrérie","van s. jacobsnieuwstr. tot kalvermarkt.",1,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=677&xywh=-638%2C-1%2C4524%2C2740"
4843,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Godshuishammeke","rue de la maison-dieu","van slijpstraat tot nieuwland.",3,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=677&xywh=-638%2C-1%2C4524%2C2740"
4844,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Godshuizenlaan","boulevard des hospices","van citadellaan tot akkergemlaan.","H 2",2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=677&xywh=-638%2C-1%2C4524%2C2740"
4845,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Godshuizenstraat","rue des hospices","van de coupure links tot bijlokevest.","H 2",2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=677&xywh=-638%2C-1%2C4524%2C2740"
4846,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Goedelevenstraat","rue de bonne vie","s. Amandsberg, weg naar oostacker.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=677&xywh=-638%2C-1%2C4524%2C2740"
4847,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Gontrodestraat of Rodscheweg","r. de Gontrode","Ledeb., van hundelgemschestr. tot Gontrodestr. (Gentbrugge).",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=677&xywh=-638%2C-1%2C4524%2C2740"
4848,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Gontrodestraat","rue de Gontrode","Gentbrugge, van Gontrodestraat (Ledeberg) tot Meirelbeke.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4849,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Goudenleeuwplaats","place du lion d'or","van korte ridderstraat en kiekenmarkt tot klein turkije.",1,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4850,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Gouden sterrestraat","rue de l’étoile d'or","van zuidkaai tot brugschen steenweg.",6,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4851,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Goudstr.","rue d'or","van speldenstr. tot minnenmeersch.",1,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4852,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Gouvernementstraat","rue du gouvernement","van s. Baafsplaats tot kortedagsteeg.",1,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4853,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Graaf van Vlaanderenplaats","place du Comte de Flandre","van statiestraat tot Frère-Orbanboulevard.",4,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4854,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Graslei","quai aux herbes","v. grasbrug tot predikheerenlei",1,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4855,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Groendreef","allée-verte","van zuidkaai tot Mariakerke.",6,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4856,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Groendreefsteeg","imp. de l’allée-verte","in de groendreef.",6,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4857,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Groenselmarkt","marché aux légumes ou aux herbes","van hoogpoort tot kortemunt, pensmarkt en vleeschhuisbr.",1,"1 en 2","1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4858,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Groenstraat","rue verte","van huidevetterskaai tot Van Caneghemstraat.",3,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4859,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Groote huidevettershoek","grand toquet","van walpoortbrugstraat tot corianderstraat.",5,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4860,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Groot gewat","aven. de la cour","v. burgstr. tot prinsenhof.",2,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4861,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Groot kanonplaats","place du grand cannon","van langemunt tot vrijdagmarkt.",1,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4862,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Groot meerhem","quai du grand marais","van chartreuzenstraat tot klein meerhem.",3,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4863,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Guinardstraat","rue Guinard","vau bagattenstraat tot Jozef Plateaustraat.",5,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4864,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Guislainstraat","r. Guislain","van palingshuizen tot nijverheidslaan.","H 6",3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4865,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Haanstraat","rue du coq","van meulesteedschen steenweg tusschen nrs 258 en 260 tot achtermuide.","HM 3",1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4866,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Ham","r. du jambon","v. roodentorenkaai t. Fiévéstraat.","H 3",1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4867,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Hamburgstraat","rue du Hambourg","van meulesteedschen steenweg tot voorhavendreef.","HM 3",1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4868,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Hamerstraat","r. du marteau","v. groendreef t. kiekenstr.",6,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4869,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Haringsteeg","rue du hareng","v. geldmunt tot hertogstr.",3,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4870,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Harmoniestraat","rue de l'harmonie","Ledeberg, van driesstraat tot pacificatiestraat.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4871,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Haspelstr.","r. du dévidoir","v. rooigemstr. t. ambeeldst.",6,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4872,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Haverstraat","rue de l’avoine","van lindenstraat tot nijverheidsboulevard.","H 6",3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4873,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Hazewindstraat","r. du lévrier","v. koornmarkt t. graslei.",1,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4874,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Heidestraat","rue de la bruyère","Gentbrugge, van St Genoisstraat tot gontrodestraat.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4875,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Heiliggeeststraat","rue du s. esprit","van catalognestraat tot bennesteeg.",1,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4876,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Heilig Hartstraat","rue du sacré coeur","van dendermondschen steenweg tot kerkplein s. amandsb.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4877,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Heiligkerststraat",,"ziet s. salvatorstraat.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
4878,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Heilig sacramentstraat","rue du s. sacrement","van korte meire tot veldstraat.",1,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=679&xywh=-638%2C-1%2C4524%2C2740"
